Symbol,DaysBetterThanSP,daysProfit,daysProfitGrouped,Year,Month,Day,dayOfWeek,closeDay0,volumeDay0,closeDay6,volumeDay6,closeDay29,volumeDay29,closeDay59,volumeDay59,closeDay89,volumeDay89,closeDay179,volumeDay179,closeDay261,volumeDay261,Name,MarketCap,Sector,ipoDate,CEOInChargeDuringIPO,presidentInChargeDuringIPO,stateCountry,Revenue,netIncome,employees_x,MarketMonthTrend,Market3MonthTrend,Market6MonthTrend,Profit_Ratio,Profitable
KRA,141,259,200+,2009,12,17,3,13.51,3626323.0,13.64,0.0,13.9,277713.0,15.47,148256.0,18.42,55859.0,26.51,138498.0,30.07,431010.0,Kraton Corporation,1615754920.0,Basic Industries,2009-12-17,0,0,USA,1960.0,95720000.0,1931,-1.042985248,0.651140036,1.021610169,2.225758697261288,True
KRC,108,204,200+,1997,1,29,2,25.25,4022999.0,25.125,224900.0,27.25,106400.0,24.125,24700.0,24.0,71800.0,27.25,180000.0,28.438,68900.0,Kilroy Realty Corporation,6933605516.0,Consumer Services,1997-01-29,0,0,USA,710.47,162640000.0,251,0.778572339,1.324174094,1.324174094,1.1262574257425741,True
KRNT,119,169,150 - 200,2015,4,2,3,14.0,3064280.0,14.44,104963.0,14.77,14105.0,14.51,34653.0,14.44,42638.0,11.25,169033.0,9.69,7410.0,Kornit Digital Ltd.,495307331.8,Capital Goods,2015-04-02,1,0, Israel,114.09,-2020000.0,412,-0.495886708,0.104228002,0.507090757,0.6921428571428571,False
KRNY,119,210,200+,2005,2,24,3,8.2512,5993263.0,8.4686,567527.0,7.8673,160031.0,7.7876,122909.0,8.599,34116.0,8.5482,34798.0,9.7001,40593.0,Kearny Financial,1383039346.0,Finance,2005-02-24,0,0,USA,150.44,18600000.0,466,0.550320333,0.613524725,1.03692353,1.175598700795036,True
KTWO,131,216,200+,2014,5,8,3,15.0,5433455.0,15.0,49531.0,16.23,405060.0,17.47,41210.0,13.73,131204.0,21.79,74331.0,22.58,162366.0,"K2M Group Holdings, Inc.",830876427.5,Health Care,2014-05-08,1,1,USA,258.03,-37150000.0,560,0.543696736,0.812147001,1.217626987,1.5053333333333332,True
LAC,90,139,100 - 149,2008,9,16,1,2.456,0.0,2.6875,0.0,0.9775,0.0,0.37,132.0,2.2295,0.0,2.4725,0.0,5.2625,18420.0,Lithium Americas Corp.,462917121.9,Basic Industries,2008-09-16,0,0, Canada,5.57,-43160000.0,51,-1.773523216,-1.943869137,-1.83832716,2.142711726384365,True
LADR,117,262,200+,2014,2,6,3,16.99,7249567.0,17.25,153880.0,18.87,261811.0,17.89,113536.0,19.62,63505.0,18.75,87811.0,19.15,60903.0,Ladder Capital Corp,1667044671.0,Consumer Services,2014-02-06,1,0,USA,456.66,95280000.0,72,-1.069196879,-1.14618263,0.339400747,1.1271336080047087,True
LE,124,215,200+,2014,3,20,3,33.5,571205.0,29.21,119829.0,27.65,278279.0,26.63,275629.0,36.48,368726.0,47.3,214311.0,35.3,508694.0,"Lands&#39; End, Inc.",694050552.0,Consumer Services,2014-03-20,0,0,USA,1410.0,28200000.0,5000,1.001225048,1.298116713,1.439835639,1.053731343283582,True
LGIH,132,262,200+,2013,11,7,3,12.9,2569711.0,13.56,17777.0,17.3,292456.0,16.95,50053.0,16.65,113358.0,20.48,193384.0,19.45,33864.0,"LGI Homes, Inc.",1573307647.0,Capital Goods,2013-11-07,0,0,USA,1260.0,113310000.0,726,0.318118065,1.239212355,1.681420355,1.5077519379844961,True
LHCG,121,245,200+,2005,6,9,3,17.1,3594252.0,17.7,174240.0,19.98,53073.0,18.8,110294.0,16.01,9870.0,14.89,25018.0,19.9,100589.0,LHC Group,2218632000.0,Health Care,2005-06-09,0,0,USA,1070.0,50110000.0,14554,0.928090854,1.315386718,0.746024959,1.1637426900584793,True
LII,112,2,0 - 49,1999,7,29,3,18.75,4780800.0,17.5,103900.0,16.938,54400.0,13.5,25700.0,11.25,143600.0,9.0625,40000.0,13.375,29500.0,"Lennox International, Inc.",8374946708.0,Capital Goods,1999-07-29,0,0,USA,3840.0,307100000.0,11450,-1.959707654,-0.119775978,0.526864609,0.7133333333333334,False
LITE,117,223,200+,2015,7,23,3,17.0,75820.0,19.7,1640.0,18.71,485759.0,14.45,150490.0,19.82,350138.0,27.14,755266.0,27.49,522329.0,Lumentum Holdings Inc.,3659760966.0,Consumer Durables,2015-07-23,0,0,USA,1000.0,-102500000.0,2057,0.359433476,-0.030562929,0.431824634,1.6170588235294117,True
LMAT,109,169,150 - 200,2006,10,19,3,6.2,2185606.0,6.0,140709.0,5.99,10342.0,6.18,75880.0,6.3,12798.0,6.0,4900.0,7.16,700.0,"LeMaitre Vascular, Inc.",788603861.2,Health Care,2006-10-19,0,0,USA,100.87,17180000.0,423,1.351698649,1.814790956,2.194893513,1.1548387096774193,True
LMNX,113,249,200+,2000,3,30,3,22.875,5503200.0,20.719,176300.0,21.438,37000.0,40.0,161600.0,36.625,93300.0,25.438,84300.0,18.438,338700.0,Luminex Corporation,985475698.5,Health Care,2000-03-30,0,0,USA,306.57,28890000.0,896,0.84533073,1.402071219,1.552714051,0.8060327868852458,False
LNDC,90,145,100 - 149,1996,2,15,3,12.75,1406600.0,13.625,174700.0,16.5,42500.0,18.75,25800.0,19.75,12900.0,8.75,39300.0,7.375,1000.0,Landec Corporation,383145549.2,Consumer Non-Durables,1996-02-15,0,0,USA,532.26,10590000.0,670,0.0,0.0,0.0,0.5784313725490197,False
LOGI,107,189,150 - 200,1997,3,27,3,2.0235,1065920.0,2.133,0.0,2.141,111680.0,2.2035,80.0,1.9845,133440.0,2.2345,8160.0,2.0625,160.0,Logitech International S.A.,6129541742.0,Technology,1997-03-27,0,0, Switzerland,2190.0,203320000.0,6400,-2.161665216,-0.436506715,0.04457855,1.0192735359525575,True
LOGM,131,152,150 - 200,2009,7,1,2,20.02,7466284.0,19.0,170400.0,17.74,603331.0,17.85,145987.0,20.7,39481.0,19.43,82725.0,26.56,335492.0,"LogMein, Inc.",6247155080.0,Technology,2009-07-01,0,0,USA,989.79,99520000.0,2760,-0.16728163,0.855139576,1.089455428,1.3266733266733266,True
LPG,125,103,100 - 149,2014,5,8,3,18.64,3735483.0,19.0,67427.0,22.08,500429.0,20.89,133952.0,19.21,270703.0,11.52,272171.0,13.6,92316.0,Dorian LPG Ltd.,438650541.9,Transportation,2014-05-08,1,1,USA,167.45,-1440000.0,586,0.543696736,0.812147001,1.217626987,0.7296137339055794,False
LPLA,132,185,150 - 200,2010,11,18,3,32.15,10095365.0,32.9,123602.0,36.2,119114.0,33.0,218899.0,35.17,111707.0,33.49,667591.0,28.49,169330.0,LPL Financial Holdings Inc.,5219120209.0,Finance,2010-11-18,0,0,USA,4280.0,238860000.0,3736,0.138474047,1.034171128,1.622688044,0.8861586314152411,False
LRN,120,238,200+,2007,12,13,3,24.55,4292100.0,28.41,900.0,24.0,66600.0,25.1,98389.0,22.99,78296.0,23.51,69560.0,18.25,173193.0,K12 Inc,559928934.2,Consumer Services,2007-12-13,0,0,USA,888.52,451000.0,4750,0.83925223,-0.331766741,-0.189605462,0.7433808553971487,False
LTXB,129,262,200+,2006,10,3,1,10.7071,7095900.0,10.7214,371497.0,11.5357,139990.0,12.15,0.0,12.2857,26916.0,13.0786,100437.0,12.6214,48637.0,"LegacyTexas Financial Group, Inc.",2061979359.0,Finance,2006-10-03,0,0,USA,412.01,89180000.0,869,1.153988711,1.613873335,1.768435255,1.178787907089688,True
MANH,108,58,50 - 99,1998,4,23,3,5.4688,18922800.0,5.5625,330000.0,5.375,196400.0,5.875,233200.0,3.5625,283200.0,6.797,219200.0,2.3438,130000.0,"Manhattan Associates, Inc.",2821116377.0,Technology,1998-04-23,0,0,USA,594.6,116480000.0,2790,0.734489271,1.220868758,1.714771579,0.42857665301345815,False
MASI,130,262,200+,2007,8,8,2,20.87,5245288.0,19.55,362921.0,23.41,143193.0,33.84,488810.0,36.99,145712.0,25.21,185500.0,40.05,359793.0,Masimo Corporation,4478420809.0,Health Care,2007-08-08,1,0,USA,798.11,131620000.0,4600,-0.241666971,-0.614213511,0.42153111,1.9190225203641589,True
MC,125,261,200+,2014,4,16,2,26.15,4441719.0,27.77,104438.0,30.37,54753.0,31.35,140492.0,34.36,44806.0,35.17,56081.0,29.79,143446.0,Moelis & Company,2114530292.0,Finance,2014-04-16,1,0,USA,726.27,29400000.0,749,0.154716145,0.678958668,1.134554337,1.1391969407265774,True
MCBC,82,251,200+,1998,4,2,3,6.6784,627542.0,7.0126,0.0,6.4562,23805.0,6.6784,8534.0,7.1244,1345.0,7.2351,222.0,6.7344,0.0,Macatawa Bank Corporation,355828039.4,Finance,1998-04-02,0,0,USA,75.63,16290000.0,340,1.737734045,1.859029405,2.451945986,1.0083852419741255,True
MCRN,123,46,0 - 49,2015,6,25,3,19.58,8344220.0,20.6,0.0,17.15,197834.0,21.03,241508.0,17.29,180070.0,14.71,343079.0,15.19,286479.0,Milacron Holdings Corp.,1370230605.0,Technology,2015-06-25,0,0,USA,1230.0,1100000.0,5957,-0.215764279,0.077949738,0.590833684,0.7757916241062309,False
MFSF,105,184,150 - 200,1999,12,30,3,9.625,673400.0,9.438,65500.0,9.25,17600.0,9.188,64500.0,9.438,61000.0,13.75,25500.0,14.75,23900.0,MutualFirst Financial Inc.,316414621.8,Finance,1999-12-30,0,0,USA,76.94,12320000.0,422,1.682154275,1.524681137,2.0363175,1.5324675324675325,True
MG,128,93,50 - 99,2009,10,8,3,12.58,6391377.0,13.51,198480.0,12.9,64453.0,14.85,83298.0,13.45,103152.0,11.22,46547.0,11.25,177821.0,Mistras Group Inc,573675418.5,Consumer Services,2009-10-08,0,0,USA,700.97,-2180000.0,6000,0.972577685,1.258716338,1.666042315,0.8942766295707472,False
MGLN,131,262,200+,2004,1,5,0,24.8,603100.0,28.7,639408.0,27.0,271987.0,27.65,193340.0,31.7,23893.0,39.25,246293.0,33.46,184569.0,"Magellan Health, Inc.",2646466432.0,Health Care,2004-01-05,0,0,USA,5840.0,110210000.0,10700,1.798652155,2.587023024,2.503069276,1.3491935483870967,True
MGNX,124,125,100 - 149,2013,10,10,3,24.99,5361700.0,25.41,152849.0,22.21,55260.0,27.43,0.0,38.0,45007.0,22.54,215215.0,18.12,308387.0,"MacroGenics, Inc.",1018671218.0,Health Care,2013-10-10,1,1,USA,157.74,-19630000.0,330,0.058271622,0.579710159,1.055660733,0.7250900360144058,False
MHLD,111,1,0 - 49,2008,5,6,1,8.0,868186.0,7.5,300.0,7.62,82097.0,6.61,32453.0,6.6,197553.0,3.95,331348.0,4.85,632853.0,"Maiden Holdings, Ltd.",586193308.4,Finance,2008-05-06,0,0, Bermuda,2920.0,-169920000.0,219,1.592228593,2.083689126,0.428411158,0.60625,False
MITL,111,4,0 - 49,2010,4,22,3,12.3,5993574.0,11.91,101535.0,10.94,35076.0,8.98,60956.0,6.8,11106.0,5.42,67053.0,5.25,0.0,Mitel Networks Corporation,1158742510.0,Technology,2010-04-22,0,0, Canada,1060.0,-48300000.0,3820,1.422661414,1.575098044,2.136355075,0.4268292682926829,False
MKSI,120,239,200+,1999,3,30,1,14.063,4592500.0,14.0,147600.0,12.875,45400.0,18.875,13200.0,21.313,2500.0,26.125,21700.0,49.75,99700.0,"MKS Instruments, Inc.",6432397764.0,Capital Goods,1999-03-30,0,0,USA,1920.0,339130000.0,4923,0.74047109,1.619416672,1.263031706,3.5376519945957474,True
MLNX,123,105,100 - 149,2007,2,8,3,20.0,6966893.0,21.72,108481.0,16.7,171270.0,17.38,244387.0,19.27,141698.0,22.0,360904.0,14.5,80328.0,"Mellanox Technologies, Ltd.",4057067989.0,Technology,2007-02-08,0,0, Israel,863.89,-19430000.0,2723,1.437884985,1.884504364,1.477248354,0.725,False
MMI,138,262,200+,2013,10,31,3,13.42,2530071.0,13.66,63000.0,14.41,22711.0,15.0,20304.0,17.43,14599.0,23.94,34932.0,31.06,68747.0,"Marcus & Millichap, Inc.",1347558672.0,Finance,2013-10-31,0,0,USA,719.7,51520000.0,774,1.024709045,1.774084343,2.140958985,2.314456035767511,True
MNTA,123,259,200+,2004,6,22,1,7.81,1168119.0,8.85,44640.0,8.0,2300.0,8.46,28875.0,8.0,7371.0,7.67,42878.0,16.68,383034.0,"Momenta Pharmaceuticals, Inc.",1502580782.0,Health Care,2004-06-22,0,0,USA,138.88,-88100000.0,279,0.759965082,0.769381293,0.444520639,2.1357234314980795,True
MODN,116,68,50 - 99,2013,3,20,2,19.98,9985844.0,19.82,92975.0,19.78,106391.0,20.78,70645.0,23.49,38891.0,7.85,384674.0,11.11,78724.0,"Model N, Inc.",510057976.0,Technology,2013-03-20,1,0,USA,131.17,-39550000.0,864,1.168504926,1.541473905,1.953551564,0.556056056056056,False
MORN,129,262,200+,2005,5,3,1,20.05,3268570.0,21.85,169218.0,26.87,87285.0,27.01,37776.0,28.8,0.0,36.19,47605.0,42.75,81422.0,"Morningstar, Inc.",4242162548.0,Finance,2005-05-03,0,0,USA,911.7,136900000.0,4920,-0.168128059,-1.128973843,-1.25134392,2.1321695760598502,True
MPO,118,100,100 - 149,2016,10,24,0,22.65,6579.0,19.05,3036.0,20.94,49000.0,21.3,15290.0,20.35,25413.0,12.67,170808.0,15.28,95622.0,"MIDSTATES PETROLEUM COMPANY, INC.",369733917.4,Energy,2016-10-24,0,0,USA,225.09,-85080000.0,129,0.178253788,-0.638407571,0.51131708,0.6746136865342164,False
MPX,100,66,50 - 99,2001,2,28,2,2.0444,450.0,1.489,222525.0,1.445,20250.0,1.889,20925.0,1.9334,450.0,1.7956,0.0,3.1156,67725.0,Marine Products Corporation,487322823.7,Capital Goods,2001-02-28,0,0,USA,267.32,18710000.0,891,-1.718754843,-2.469440335,-2.012528838,1.5239679123459207,True
MRC,137,259,200+,2012,4,12,3,21.04,10151301.0,20.67,266352.0,20.49,501368.0,21.42,0.0,22.25,241715.0,27.4,207319.0,30.65,752781.0,MRC Global Inc.,1694577096.0,Capital Goods,2012-04-12,0,0,USA,3650.0,50000000.0,3580,-0.814286028,0.750258906,1.253664476,1.4567490494296578,True
MRLN,129,251,200+,2003,11,12,2,16.15,3823683.0,16.4,50045.0,16.15,55912.0,18.73,6000.0,15.26,138501.0,16.01,45102.0,17.09,14788.0,Marlin Business Services Corp.,359950606.7,Finance,2003-11-12,0,0,USA,119.05,24660000.0,330,1.454708342,1.612428445,1.758628695,1.0582043343653251,True
MSBI,133,259,200+,2016,5,24,1,21.9,1775310.0,22.57,184495.0,21.78,0.0,22.94,30989.0,24.82,28354.0,34.08,20340.0,34.88,37517.0,"Midland States Bancorp, Inc.",757762285.2,Finance,2016-05-24,1,1,USA,208.43,15960000.0,840,0.737097536,0.792035352,0.900924898,1.592694063926941,True
MTDR,108,34,0 - 49,2012,2,2,3,11.75,4574636.0,11.75,92455.0,11.73,357073.0,11.2,188428.0,9.71,141598.0,9.52,455291.0,7.8,167911.0,Matador Resources Company,3429318168.0,Energy,2012-02-02,0,0,USA,538.88,125870000.0,217,1.400516525,1.618717194,1.90195533,0.6638297872340425,False
MTOR,120,43,0 - 49,2000,7,10,0,17.3125,78700.0,15.4375,117800.0,18.3125,210900.0,14.6875,168700.0,14.8125,80100.0,15.4,432500.0,16.76,144400.0,"Meritor, Inc.",1875550939.0,Capital Goods,2000-07-10,0,0,USA,3350.0,325000000.0,8200,0.960769641,1.017794123,0.917618434,0.968086642599278,False
MTSI,125,39,0 - 49,2012,3,15,3,20.55,4202453.0,20.83,148383.0,20.33,57942.0,16.09,66002.0,17.45,4663.0,12.39,43809.0,16.27,33033.0,"MACOM Technology Solutions Holdings, Inc.",1128709419.0,Technology,2012-03-15,0,0,USA,698.77,-150420000.0,1800,2.474793349,1.768693032,1.954946139,0.7917274939172749,False
MXL,115,12,0 - 49,2010,3,24,2,18.7,6890754.0,17.69,289396.0,17.36,201339.0,14.74,83679.0,13.63,30574.0,10.74,416841.0,8.15,70174.0,"MaxLinear, Inc",1554469711.0,Technology,2010-03-24,1,1,USA,420.32,-9190000.0,753,1.2363611,1.638971679,2.027839837,0.4358288770053476,False
MYOK,125,205,200+,2015,10,29,3,10.53,1475882.0,9.96,44562.0,12.78,35173.0,9.83,110744.0,7.18,47035.0,12.95,75748.0,13.4,79604.0,"MyoKardia, Inc.",1763850577.0,Health Care,2015-10-29,1,1,USA,22.5,-45950000.0,102,1.469160399,1.262097345,0.533246131,1.2725546058879393,True
MZOR,130,262,200+,2013,5,28,1,10.4,183939.0,10.9,54368.0,14.1,83902.0,14.36,16695.0,16.9,133014.0,25.02,109847.0,16.85,20576.0,Mazor Robotics Ltd.,1040745400.0,Health Care,2013-05-28,1,0, Israel,233.61,-44670000.0,166,0.965725602,1.783101269,1.878237486,1.6201923076923077,True
NBHC,125,74,50 - 99,2012,9,20,3,19.6,3535453.0,19.46,101179.0,19.0,47947.0,18.36,35290.0,18.5,13934.0,18.55,33638.0,20.85,747372.0,National Bank Holdings Corporation,1021200312.0,Finance,2012-09-20,0,0,USA,208.9,14520000.0,963,1.437410879,1.842195898,2.077598536,1.0637755102040816,True
NCOM,132,262,200+,2015,3,19,3,21.12,588736.0,21.61,15586.0,21.81,25984.0,25.12,18145.0,25.66,2047.0,26.56,17341.0,23.94,25286.0,National Commerce Corporation,768329685.8,Finance,2015-03-19,0,0,USA,129.78,20070000.0,433,-0.062379319,0.769469662,1.013045922,1.1335227272727273,True
NFBK,130,258,200+,2007,11,8,3,10.45,961964.0,11.54,148715.0,10.0,160672.0,10.38,21577.0,10.35,77998.0,10.92,49053.0,11.95,17470.0,"Northfield Bancorp, Inc.",774737331.8,Finance,2007-11-08,0,0,USA,144.51,24770000.0,352,-2.067937937,-0.607487975,-0.908293836,1.1435406698564594,True
NGS,116,116,100 - 149,2002,10,21,0,4.55,121000.0,3.89,16600.0,3.75,2500.0,4.28,9200.0,3.8,19100.0,5.88,24600.0,5.9,1400.0,"Natural Gas Services Group, Inc.",335591472.7,Energy,2002-10-21,0,0,USA,67.69,19850000.0,235,1.990296697,0.548344875,-0.537187478,1.2967032967032968,True
NICE,111,262,200+,1996,1,25,3,5.0,2589600.0,5.25,241200.0,6.9375,121800.0,7.625,235200.0,11.0625,324400.0,10.0,727600.0,11.25,227600.0,NICE Ltd,3996685629.0,Technology,1996-01-25,0,0, Israel,4790.0,515410000.0,5208,0.0,0.0,0.0,2.25,True
NK,107,4,0 - 49,2015,7,28,1,34.64,12758747.0,31.48,489284.0,18.86,0.0,12.65,340888.0,16.31,404251.0,9.72,610954.0,6.89,152484.0,"NantKwest, Inc.",316916395.2,Health Care,2015-07-28,0,0,USA,0.045,-96420000.0,139,0.192463665,-0.390071379,0.08898337,0.1989030023094688,False
NLS,118,156,150 - 200,1999,5,5,2,6.815,2339550.0,6.667,95512.0,4.926,714487.0,5.222,82350.0,5.297,54675.0,8.074,269325.0,9.259,69525.0,"Nautilus Group, Inc. (The)",420511220.9,Consumer Non-Durables,1999-05-05,0,0,USA,406.18,27630000.0,491,0.506320026,1.311592438,1.583336228,1.3586206896551725,True
NMM,118,5,0 - 49,2007,11,13,1,19.25,6867900.0,17.4,143200.0,18.5,23600.0,16.4,16299.0,14.3,14900.0,12.2,13900.0,5.93,128577.0,Navios Maritime Partners LP,286578496.4,Transportation,2007-11-13,0,0, Monaco,211.65,-14790000.0,820,-1.010591705,-0.459231169,-0.681241192,0.308051948051948,False
NNI,125,166,150 - 200,2003,12,11,3,21.8,5335800.0,21.7,172500.0,22.4,181100.0,23.56,11600.0,24.5,22600.0,21.97,28500.0,25.87,59500.0,"Nelnet, Inc.",2177330337.0,Finance,2003-12-11,0,0,USA,1220.0,171440000.0,4300,1.387622827,1.663996587,1.860309145,1.186697247706422,True
NP,115,262,200+,2004,11,17,2,35.0,281600.0,36.86,0.0,32.79,216400.0,32.63,94500.0,34.18,84400.0,33.1,72400.0,27.45,82600.0,"Neenah, Inc.",1362458100.0,Basic Industries,2004-11-17,0,0,USA,979.9,79700000.0,2612,1.371879936,2.45042312,2.718895964,0.7842857142857143,False
NPTN,121,25,0 - 49,2011,2,2,2,13.25,6116913.0,18.29,225616.0,9.44,236226.0,10.34,114350.0,9.02,115307.0,5.96,70682.0,5.71,41858.0,NeoPhotonics Corporation,288695115.8,Technology,2011-02-02,0,0,USA,292.89,-53330000.0,1783,1.730336425,1.615015095,1.669103475,0.4309433962264151,False
NS,121,262,200+,2001,4,10,1,28.0,1485800.0,28.2,223200.0,31.23,85100.0,30.0,28800.0,32.77,14800.0,39.0,28200.0,37.15,17800.0,Nustar Energy L.P.,2023913692.0,Energy,2001-04-10,0,0,USA,1810.0,97240000.0,1694,0.767382215,-1.042309209,-1.66039894,1.3267857142857142,True
NSP,115,198,150 - 200,1997,1,29,2,5.5,9702000.0,5.6875,112400.0,5.125,59600.0,4.219,106800.0,5.219,175200.0,6.094,18000.0,9.016,1066000.0,"Insperity, Inc.",3044951804.0,Technology,1997-01-29,0,0,USA,3300.0,82890000.0,2900,0.778572339,1.324174094,1.324174094,1.6392727272727272,True
NTCT,114,259,200+,1999,8,12,3,13.75,3495500.0,16.0,327500.0,24.25,241900.0,24.25,210800.0,26.938,171800.0,14.25,67800.0,13.5,35300.0,"NetScout Systems, Inc.",2330031730.0,Technology,1999-08-12,0,0,USA,1170.0,33290000.0,3113,-1.220487904,-1.111037707,-0.492698698,0.9818181818181818,False
NTRA,121,6,0 - 49,2015,7,2,3,22.74,13667967.0,21.75,193699.0,16.35,171899.0,12.94,299935.0,8.7,111608.0,8.42,681989.0,12.28,296158.0,"Natera, Inc.",576511035.5,Health Care,2015-07-02,0,0,USA,210.94,-136310000.0,893,-1.125597194,-1.40710554,-0.176419387,0.5400175901495162,False
NUVA,132,123,100 - 149,2004,5,13,3,11.4,4692885.0,10.6,146223.0,11.2,67133.0,9.86,37166.0,10.78,30154.0,12.26,194539.0,13.53,159638.0,"NuVasive, Inc.",2815079310.0,Health Care,2004-05-13,0,0,USA,1030.0,83010000.0,2600,-1.4726488,-1.71043347,-0.547489285,1.1868421052631577,True
NVEE,82,252,200+,2013,9,30,0,7.7,100.0,7.85,0.0,8.5,922.0,8.12,0.0,7.93,1400.0,10.05,2600.0,9.4995,9047.0,"NV5 Global, Inc.",670523395.7,Consumer Services,2013-09-30,0,0,USA,333.03,24010000.0,2023,-0.123782941,0.29238163,0.880128663,1.2337012987012985,True
NVMI,102,15,0 - 49,2000,4,11,1,21.938,4895100.0,18.0,78000.0,10.75,157400.0,15.75,6000.0,13.75,18000.0,8.938,20200.0,6.5,10400.0,Nova Measuring Instruments Ltd.,797360530.8,Capital Goods,2000-04-11,0,0, Israel,221.99,46460000.0,616,0.411288573,1.336755189,1.553504902,0.29628954325827334,False
NVRO,127,262,200+,2014,11,6,3,25.19,5642431.0,25.54,157996.0,34.16,198674.0,46.0,191320.0,44.03,65079.0,49.89,281478.0,48.49,1055157.0,Nevro Corp.,2731593211.0,Health Care,2014-11-06,0,0,USA,326.67,-36660000.0,676,1.54857991,1.53215312,1.897270213,1.92497022628027,True
NWE,129,261,200+,2004,11,2,1,24.95,558074.0,25.0,347977.0,25.44,32086.0,28.0,72869.0,28.56,42240.0,31.57,589099.0,29.73,30665.0,NorthWestern Corporation,2700574485.0,Public Utilities,2004-11-02,0,0,USA,1310.0,162700000.0,1557,0.890912421,1.170974517,1.045319598,1.1915831663326655,True
NWY,117,159,150 - 200,2004,10,7,3,19.3,8262499.0,20.99,446100.0,20.9,164100.0,16.84,240100.0,17.31,78400.0,19.6,217400.0,12.46,327000.0,"New York & Company, Inc.",250465188.6,Consumer Services,2004-10-07,0,0,USA,926.87,5680000.0,6789,0.903609369,1.41526604,0.889425115,0.6455958549222798,False
NXEO,114,256,200+,2014,8,7,3,9.65,8325.0,9.6,2350.0,9.87,494201.0,10.0,35109.0,10.48,4053.0,10.29,21831.0,10.17,47435.0,"Nexeo Solutions, Inc.",987154399.0,Consumer Durables,2014-08-07,0,0,USA,3640.0,14400000.0,2640,-2.190807082,-0.914807721,0.209363034,1.0538860103626944,True
NXST,121,52,50 - 99,2003,11,24,0,13.25,7015147.0,13.64,230433.0,13.75,80700.0,13.5,32640.0,11.0,266189.0,9.82,44253.0,8.4,25188.0,"Nexstar Media Group, Inc.",3024773294.0,Consumer Services,2003-11-24,0,0,USA,2430.0,475000000.0,9113,0.531528062,1.158618132,1.535733917,0.6339622641509435,False
NXTM,116,154,150 - 200,2005,10,27,3,11.76,907842.0,13.35,90679.0,13.48,17209.0,11.614,6971.0,14.2,65027.0,8.22,149541.0,7.42,49392.0,"NxStage Medical, Inc.",1711073621.0,Health Care,2005-10-27,0,0,USA,393.94,-14470000.0,3800,-1.037092759,-1.907429389,-1.244353759,0.6309523809523809,False
OCN,113,262,200+,1996,9,25,2,6.0981,9163416.0,6.8137,183633.0,7.5286,5977.0,8.432,20256.0,8.5826,151755.0,9.1849,61432.0,12.8179,77371.0,Ocwen Financial Corporation,549439319.0,Finance,1996-09-25,0,0,USA,1200.0,-127970000.0,7600,0.0,0.0,0.0,2.1019497876387727,True
OFLX,127,262,200+,2005,8,1,0,12.15,126689.0,12.74,16700.0,16.137,13435.0,13.2,5488.0,15.49,2780.0,17.63,2437.0,19.71,2335.0,"Omega Flex, Inc.",669592389.7,Capital Goods,2005-08-01,0,0,USA,101.8,15660000.0,142,0.898547612,1.604404456,1.853108592,1.6222222222222222,True
OLED,108,243,200+,1996,4,11,3,5.125,325300.0,4.375,2500.0,6.813,63700.0,7.438,22200.0,6.625,18900.0,5.125,15500.0,4.125,0.0,Universal Display Corporation,4639181962.0,Capital Goods,1996-04-11,0,0,USA,335.63,102250000.0,224,0.0,0.0,0.0,0.8048780487804879,False
OLLI,130,114,100 - 149,2015,7,16,3,21.15,12591082.0,20.0,139124.0,16.52,230287.0,16.59,243642.0,17.26,203566.0,22.68,293149.0,24.76,450622.0,"Ollie&#39;s Bargain Outlet Holdings, Inc.",3844172283.0,Consumer Services,2015-07-16,1,1,USA,1080.0,127590000.0,6700,1.39955559,1.177511352,1.251935111,1.1706855791962176,True
OMCL,112,146,100 - 149,2001,8,7,1,9.51,3953900.0,8.3,46300.0,9.22,345000.0,8.12,22600.0,9.3,19100.0,8.66,107800.0,6.33,25435.0,"Omnicell, Inc.",1748596275.0,Technology,2001-08-07,0,0,USA,716.17,20610000.0,2350,0.102142914,-0.912203094,-0.466156034,0.6656151419558359,False
OMER,105,8,0 - 49,2009,10,8,3,8.73,2964360.0,6.88,57294.0,7.7,169133.0,7.33,50639.0,5.73,13348.0,5.87,9149.0,7.3,39289.0,Omeros Corporation,672623673.5,Health Care,2009-10-08,0,0,USA,64.83,-53480000.0,173,0.972577685,1.258716338,1.666042315,0.836197021764032,False
OMF,129,262,200+,2013,10,16,2,19.26,17412380.0,19.77,998764.0,20.07,420901.0,27.12,357712.0,25.49,208752.0,26.07,342274.0,33.75,255330.0,"OneMain Holdings, Inc.",4036435643.0,Finance,2013-10-16,1,1,USA,3790.0,183000000.0,10100,1.497471119,1.701552239,1.697379895,1.7523364485981308,True
OMN,108,6,0 - 49,1999,9,28,1,9.0,1300.0,8.938,188100.0,7.375,37800.0,7.5,39400.0,7.5,84800.0,6.813,21500.0,5.125,23000.0,OMNOVA Solutions Inc.,513072794.0,Basic Industries,1999-09-28,0,0,USA,783.1,-87800000.0,1800,-1.692448069,-1.775967281,-1.710605515,0.5694444444444444,False
OR,124,6,0 - 49,2014,6,26,3,15.045,1323.0,14.981,0.0,14.36,0.0,13.791,0.0,13.805,500.0,14.0419,6611.0,13.128,6671.0,Osisko Gold Royalties Ltd,1579441888.0,Basic Industries,2014-06-26,0,0, Canada,213.22,-42500000.0,1624,1.036911266,1.647924292,1.984978162,0.8725822532402792,False
